ticker;score_sector;score_general;score_final;business_segment;activity_subsector;sector;company_name;crescimento_lucro;crescimento_receita;dividend_yield;Dív. líquida/EBIT;div_liq_ebitda;Dív. líquida/PL;EV/EBIT;EV/EBITDA;Giro ativos;lpa;liq_corrent;M. Bruta;M. EBIT;M. EBITDA;m_liquida;passivos_ativos;P/Ativo Circ. Liq.;P/Cap. Giro;P/EBIT;P/EBITDA;p_l;P/SR;p_vp;PEG Ratio;PL/Ativos;Passivos/Ativos;ROA;roe;ROIC;VPA;number_code;outlier
SBSP3;0,4850828750849041;0,4931176177450801;0,4895019835480009;Água e Saneamento;Água e Saneamento;Utilidade Pública;SABESP;26,9;9,72;1,46;1,27;1,07;0,53;5,52;4,67;0,47;13,65;1,14;54,82;44,73;52,9;26,23;0,89;-1,0;67,91;4,25;3,6;7,25;1,9;1,78;0,03;0,5;0,5;12,26;24,61;18,69;55,46;3;False
ITSA4;0,47660690049883525;0,49992418584549764;0,4894314074394996;Bancos;Intermediários Financeiros;Financeiro e Outros;ITAUSA;8,27;6,55;10,73;0,27;0,25;0,05;6,72;6,19;0,07;1,29;2,61;30,14;188,74;204,87;172,93;0,87;-0,99;11,71;6,38;5,87;6,96;12,03;1,13;4,11;0,77;0,19;12,55;16,24;14,52;7,97;4;False
NGRD3;0,5020427035105525;0,47805254095160077;0,48884811410312906;Programas e Serviços;Programas e Serviços;Tecnologia da Informação;NEOGRID;0,0;8,67;0,66;15,45;-7,48;-0,31;-5,92;2,87;0,43;-1,31;2,29;61,03;-3,26;6,73;-4,42;0,3;-0,48;1,43;-21,36;10,34;-15,73;0,7;0,43;0,07;0,69;0,31;-1,9;-2,75;-4,67;47,88;3;False
UNIP3;0,5206408738883107;0,4617815345452041;0,4882682372496021;Químicos Diversos;Químicos;Materiais Básicos;UNIPAR CARBOCLORO;-4,32;7,14;8,02;1,58;0,81;0,17;19,59;9,98;0,59;3,74;2,26;25,94;6,82;13,39;9,54;0,71;-1,37;2,67;17,88;9,11;12,78;1,22;1,96;-0,28;0,36;0,63;5,58;15,33;4,39;24,41;3;False
BMEB4;0,46074805166445815;0,5105022502660099;0,4881128608953117;Bancos;Intermediários Financeiros;Financeiro e Outros;BANCO MERCANTIL DO BRASIL;35,76;21,54;5,72;0,0;0,0;0,0;6,59;0,0;0,23;4,87;0,0;52,91;9,73;0,0;8,63;0,16;-0,19;1,03;7,01;0,0;7,9;0,68;2,13;0,27;0,07;0,93;2,0;26,95;0,0;18,07;4;False
ITSA3;0,4747175158901044;0,49868711151628137;0,48790079348450177;Bancos;Intermediários Financeiros;Financeiro e Outros;ITAUSA;8,27;6,55;10,42;0,27;0,25;0,05;6,72;6,19;0,07;1,29;2,61;30,14;188,74;204,87;172,93;0,9;-1,02;12,06;6,57;6,05;7,17;12,4;1,16;4,23;0,77;0,19;12,55;16,24;14,52;7,97;3;False
USIM5;0,5416243973352421;0,44392026578493116;0,48788712498257114;Siderurgia;Siderurgia e Metalurgia;Materiais Básicos;USIMINAS;0,0;11,59;4,74;1,63;0,47;0,03;16,51;4,78;0,65;-0,12;3,64;6,42;1,93;6,67;-0,56;0,19;-0,33;0,59;14,97;4,34;-51,26;0,29;0,28;0,46;0,67;0,33;-0,37;-0,55;1,2;21,29;5;False
PGMN3;0,5043002003753679;0,47428882628563757;0,4877939446260162;Medicamentos e Outros Produtos;Comércio e Distribuição;Saúde;EMPREENDIMENTOS PAGUE MENOS S.A.;12,12;12,4;8,32;2,29;1,22;0,49;5,43;2,89;1,41;0,28;1,38;31,68;4,64;8,73;1,35;0,2;-0,41;1,5;3,13;1,67;10,74;0,15;0,66;-0,06;0,31;0,69;1,91;6,19;12,11;4,58;3;False
BRST3;0,4462191388809414;0,5207619900039372;0,48721770699858913;Telecomunicações;Telecomunicações;Comunicações;BRISANET PARTICIPAÇÕES S.A.;35,66;41,71;4,45;5,03;1,74;0,66;11,19;3,87;0,34;0,26;1,54;42,4;14,96;43,22;8,46;0,31;-0,44;3,11;6,15;2,13;10,88;0,92;0,81;-0,92;0,38;0,62;2,86;7,44;5,76;3,56;3;False
EQPA3;0,49005462051876286;0,48487262582746354;0,48720452343854825;Energia Elétrica;Energia Elétrica;Utilidade Pública;EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A.;35,42;13,58;0,0;1,08;0,93;0,68;5,65;4,89;0,7;0,94;1,19;32,35;25,13;29,03;19,33;0,8;-1,21;15,23;4,57;3,96;5,94;1,15;2,87;-3,5;0,28;0,72;13,54;48,25;26,14;1,95;3;False
USIM3;0,5403185554108435;0,4430534774637633;0,4868227625399494;Siderurgia;Siderurgia e Metalurgia;Materiais Básicos;USIMINAS;0,0;11,59;4,36;1,63;0,47;0,03;16,51;4,78;0,65;-0,12;3,64;6,42;1,93;6,67;-0,56;0,19;-0,33;0,58;14,8;4,28;-50,66;0,29;0,28;0,46;0,67;0,33;-0,37;-0,55;1,2;21,29;3;False
POSI3;0,4892471946624644;0,48466945971021713;0,48672944043872846;Computadores e Equipamentos;Computadores e Equipamentos;Tecnologia da Informação;POSITIVO;0,0;15,01;7,77;1,64;1,43;0,47;3,26;2,85;1,0;1,83;2,38;25,18;11,09;12,69;6,12;0,18;-0,57;0,45;1,62;1,42;2,93;0,18;0,46;0,08;0,39;0,61;6,1;15,75;16,34;11,64;3;False
PSSA3;0,4643394738429433;0,5025787086797399;0,48537105300318145;Seguradoras;Previdência e Seguros;Financeiro e Outros;PORTO SEGURO;13,91;14,28;3,96;-3,1;-2,76;-0,68;5,03;4,48;0,74;4,09;1,15;100,0;8,79;9,87;7,5;0,53;-1,17;7,38;8,13;7,25;9,53;0,72;1,78;0,57;0,3;0,7;5,52;18,7;13,05;21,88;3;False
RANI3;0,5190329874381329;0,4575426963682346;0,48521332734968886;Embalagens;Embalagens;Materiais Básicos;Irani Papel e Embalagem S.A.;0,0;12,61;7,31;3,86;2,38;0,79;10,04;6,19;0,44;0,52;2,49;37,18;17,62;28,61;7,9;0,48;-0,72;2,35;6,18;3,81;13,79;1,09;1,27;-0,19;0,38;0,62;3,46;9,18;7,84;5,7;3;False
ISAE4;0,4664343603426914;0,500345883119589;0,4850856978699851;Energia Elétrica;Energia Elétrica;Utilidade Pública;ISA ENERGIA BRASIL;11,95;14,31;6,67;1,84;1,86;0,45;5,43;5,5;0,18;5,02;2,98;50,06;68,92;67,98;46,37;0,38;-0,46;3,54;3,16;3,2;4,7;2,18;0,77;0,12;0,5;0,5;8,14;16,35;13,36;30,7;4;False
UCAS3;0,48331936612590953;0,48608656537791;0,48484132571450983;Móveis;Utilidades Domésticas;Consumo Cíclico;UNICASA;30,27;7,8;12,88;12,22;3,44;0,27;33,86;9,54;0,59;0,19;1,46;38,53;1,95;6,92;5,76;0,25;-0,35;2,73;21,64;6,1;7,32;0,42;0,47;-1,12;0,53;0,47;3,43;6,46;0,77;2,98;3;False
WEGE3;0,5294936951159976;0,4424552247224892;0,48162253639956804;Motores . Compressores e Outros;Máquinas e Equipamentos;Bens Industriais;WEG;35,41;22,11;1,44;-0,43;-0,39;-0,16;30,22;27,42;0,98;1,45;1,78;25,74;20,18;22,24;17,06;6,08;-17,59;21,2;30,65;27,81;36,26;6,18;11,2;2,06;0,54;0,44;16,78;30,89;25,75;4,7;3;False
BRFS3;0,5170309770960418;0,45246344660274174;0,48151883532472683;Carnes e Derivados;Alimentos Processados;Consumo não Cíclico;BRF;0,0;12,17;3,71;1,48;1,11;0,53;6,9;5,19;0,96;1,94;1,45;24,99;10,12;13,45;5,61;0,53;-0,99;3,65;5,42;4,08;9,78;0,55;1,93;-0,05;0,27;0,71;5,4;19,77;14,0;9,82;3;False
ARML3;0,5229802162920595;0,44368704597002023;0,47936897261493794;Máq. e Equip. Industriais;Máquinas e Equipamentos;Bens Industriais;ARMAC LOCAÇÃO. LOGÍSTICA E SERVIÇOS S.A.;0,0;0,0;7,24;3,23;2,45;1,37;6,01;4,56;0,33;0,6;1,76;42,52;32,38;42,67;12,19;0,3;-0,46;1,97;2,78;2,11;7,38;0,9;1,18;0,33;0,25;0,75;4,04;15,98;11,79;3,72;3;False
CASH3;0,48386697090032793;0,4728762721761267;0,4778220866020173;Programas e Serviços;Programas e Serviços;Tecnologia da Informação;MÉLIUZ S.A.;0,0;48,96;0,0;3,0;0,0;-0,74;-0,69;0,0;0,73;-0,36;3,49;-23,24;-23,24;0,0;-9,01;0,63;-1,75;1,38;-3,69;0,0;-9,52;0,86;0,91;0,48;0,69;0,31;-6,62;-9,61;-26,48;3,72;3;False
TRIS3;0,47305260791999476;0,48020044030977715;0,47698391573437504;Incorporações;Construção Civil;Consumo Cíclico;TRISUL;14,8;13,93;3,38;3,06;3,25;0,38;9,15;9,72;0,44;0,77;3,86;25,6;14,8;13,93;11,84;0,4;-1,68;0,7;6,09;6,47;7,61;0,9;0,76;0,22;0,52;0,47;5,19;10,0;7,05;7,69;3;False
LWSA3;0,48595976268765473;0,46956618631224123;0,4769432956811773;Programas e Serviços;Programas e Serviços;Tecnologia da Informação;LOCAWEB SERVIÇOS DE INTERNET S.A.;4,67;32,63;2,45;-3,39;-1,61;-0,14;10,97;5,22;0,34;0,02;1,25;48,19;8,49;17,87;1,01;0,41;-0,62;6,15;14,37;6,83;120,6;1,22;0,59;-0,47;0,7;0,3;0,34;0,49;3,51;4,98;3;False
CYRE3;0,4754467735296583;0,47740960940115107;0,47652633325897936;Incorporações;Construção Civil;Consumo Cíclico;CYRELA;0,0;14,72;2,68;1,44;1,84;0,27;6,55;8,34;0,37;3,65;3,45;32,86;23,41;18,37;19,53;0,44;-1,01;1,09;5,1;6,5;6,12;1,19;0,96;0,11;0,46;0,5;7,15;15,65;9,82;23,29;3;False
PETR4;0,41148192245414944;0,5294207186321497;0,4763482603520496;Exploração. Refino e Distribuição;Petróleo. Gás e Biocombustíveis;Petróleo. Gás e Biocombustíveis;PETROBRAS;26,86;10,54;20,61;1,49;1,06;0,62;4,7;3,33;0,47;6,57;0,94;51,79;32,48;45,89;16,81;0,46;-0,54;-42,8;3,02;2,14;5,84;0,98;1,25;-0,15;0,37;0,63;7,86;21,44;18,31;30,65;4;False
RENT3;0,4742318707022794;0,4769898627984513;0,475748766355174;Aluguel de carros;Diversos;Consumo Cíclico;LOCALIZA;20,59;29,63;5,47;5,67;2,76;1,23;11,3;5,5;0,43;1,55;1,1;23,69;15,79;32,47;4,76;0,38;-0,5;18,12;5,63;2,74;18,67;0,89;1,22;2,12;0,31;0,69;2,04;6,56;8,1;23,68;3;False
CEAB3;0,4804589511344478;0,47091451056427397;0,4752095088208522;Tecidos. Vestuário e Calçados;Comércio;Consumo Cíclico;CEA MODAS;16,1;5,4;3,52;0,37;0,25;0,09;4,33;2,95;0,84;1,19;1,27;54,16;10,33;15,17;4,96;0,34;-0,64;3,42;3,96;2,7;8,24;0,41;0,95;0,01;0,36;0,64;4,17;11,51;14,66;10,32;3;False
PTNT4;0,475334787877322;0,4727401435363322;0,4739077334897776;Fios e Tecidos;Tecidos. Vestuário e Calçados;Consumo Cíclico;PETTENATI;8,54;6,38;3,66;2,22;0,0;0,2;10,99;0,0;0,91;0,76;2,29;15,14;5,5;0,0;4,58;0,41;-0,81;1,44;8,08;0,0;9,71;0,44;0,74;-0,25;0,55;0,45;4,17;7,6;5,43;10,02;4;False
TASA4;0,5091725539381434;0,44505317708108566;0,47390689666676167;Armas e Munições;Máquinas e Equipamentos;Bens Industriais;TAURUS ARMAS;0,0;16,08;3,79;2,89;2,3;0,38;9,31;7,43;0,7;0,62;1,51;32,74;9,68;12,14;4,8;0,44;-0,97;2,34;6,4;5,1;12,89;0,62;0,85;-0,2;0,52;0,48;3,38;6,56;8,53;9,46;4;False
ISAE3;0,44958546829283186;0,49353444970557175;0,4737574080698388;Energia Elétrica;Energia Elétrica;Utilidade Pública;ISA ENERGIA BRASIL;11,95;14,31;4,96;1,84;1,86;0,45;5,43;5,5;0,18;5,02;2,98;50,06;68,92;67,98;46,37;0,51;-0,61;4,76;4,25;4,31;6,32;2,93;1,03;0,16;0,5;0,5;8,14;16,35;13,36;30,7;3;False
TASA3;0,5087261101801994;0,44483979827595715;0,4735886386328662;Armas e Munições;Máquinas e Equipamentos;Bens Industriais;TAURUS ARMAS;0,0;16,08;3,74;2,89;2,3;0,38;9,31;7,43;0,7;0,62;1,51;32,74;9,68;12,14;4,8;0,44;-0,99;2,37;6,48;5,17;13,06;0,63;0,86;-0,2;0,52;0,48;3,38;6,56;8,53;9,46;3;False
EMBR3;0,5096847619996603;0,4435064072795614;0,47328666690360593;Material Aeronáutico e de Defesa;Material de Transporte;Bens Industriais;EMBRAER;0,0;6,88;0,0;1,96;0,0;0,34;15,39;0,0;0,49;3,51;1,56;17,54;10,36;0,0;8,27;0,69;-1,54;3,45;13,43;0,0;16,81;1,39;2,35;0,0;0,29;0,71;4,09;13,96;9,13;25,13;3;False
LREN3;0,47261351190143225;0,47092309224560647;0,47168378109072806;Tecidos. Vestuário e Calçados;Comércio;Consumo Cíclico;LOJAS RENNER;2,38;8,53;5,51;-1,4;-0,72;-0,17;8,12;4,19;0,69;1,17;1,61;60,63;9,25;17,91;8,77;0,61;-1,54;2,66;9,52;4,92;10,04;0,88;1,15;0,31;0,53;0,47;6,07;11,48;7,98;10,17;3;False
CSMG3;0,4397930022628636;0,4962038480469299;0,4708189674441001;Água e Saneamento;Água e Saneamento;Utilidade Pública;COPASA;19,33;9,34;11,95;2,48;1,79;0,64;6,8;4,9;0,51;3,68;1,73;43,42;25,98;36,03;17,8;0,57;-0,69;7,98;4,32;3,11;6,3;1,12;1,12;0,75;0,51;0,49;9,12;17,8;11,65;20,69;3;False
RCSL4;0,49602055396120415;0,4494686815543962;0,4704170241374598;Material Rodoviário;Material de Transporte;Bens Industriais;RECRUSUL;0,0;66,3;0,0;0,0;0,0;0,0;-5,08;-5,78;0,62;-0,4;0,78;10,07;-34,12;-29,98;-41,23;0,49;-0,74;-5,28;-2,33;-2,65;-1,92;0,79;-2,51;0,21;-0,2;1,2;-25,49;-130,67;108,06;-0,3;4;False
PTNT3;0,47050945823354734;0,4687527667647812;0,469543277925726;Fios e Tecidos;Tecidos. Vestuário e Calçados;Consumo Cíclico;PETTENATI;8,54;6,38;2,92;2,22;0,0;0,2;10,99;0,0;0,91;0,76;2,29;15,14;5,5;0,0;4,58;0,51;-1,02;1,8;10,13;0,0;12,17;0,56;0,93;-0,32;0,55;0,45;4,17;7,6;5,43;10,02;3;False
LOGG3;0,43480198422109617;0,49683769123969745;0,4689216230813269;Exploração de Imóveis;Exploração de Imóveis;Financeiro e Outros;LOG COMMERCIAL PROPERTIES;30,65;11,41;9,11;3,77;3,72;0,51;7,17;7,06;0,03;3,91;1,45;97,57;222,05;225,3;156,27;0,24;-0,3;4,35;3,4;3,35;4,83;7,54;0,46;0,06;0,53;0,47;5,07;9,52;7,68;41,04;3;False
PETR3;0,3956044283275411;0,5230092549348595;0,46567708296156624;Exploração. Refino e Distribuição;Petróleo. Gás e Biocombustíveis;Petróleo. Gás e Biocombustíveis;PETROBRAS;26,86;10,54;18,46;1,49;1,06;0,62;4,7;3,33;0,47;6,57;0,94;51,79;32,48;45,89;16,81;0,51;-0,6;-47,31;3,34;2,37;6,46;1,09;1,38;-0,17;0,37;0,63;7,86;21,44;18,31;30,65;3;False
CSED3;0,46549190187082884;0,46400541907393844;0,46467433633253913;Serviços Educacionais;Diversos;Consumo Cíclico;CRUZEIRO DO SUL EDUCACIONAL S.A.;6,44;12,85;4,47;0,77;0,59;0,24;3,6;2,79;0,52;0,44;1,01;48,92;18,88;24,37;6,43;0,28;-0,36;146,47;2,84;2,2;8,33;0,54;0,91;0,08;0,31;0,69;3,34;10,88;18,33;4,06;3;False
VITT3;0,48652830724759805;0,4443132922909853;0,4633100490214611;Fertilizantes e Defensivos;Químicos;Materiais Básicos;VITTIA FERTILIZANTES E BIOLOGICOS S.A.;0,0;0,0;3,45;1,88;1,46;0,23;13,06;10,13;0,86;0,47;2,81;33,24;9,49;12,23;9,08;0,91;-2,31;2,32;11,18;8,67;11,67;1,06;1,34;-0,34;0,68;0,32;7,79;11,5;8,66;4,07;3;False
REDE3;0,4394995635657653;0,4791959706727618;0,4613325874746135;Energia Elétrica;Energia Elétrica;Utilidade Pública;REDE ENERGIA;31,34;9,88;8,72;2,94;2,42;2,81;6,55;5,38;0,58;0,74;1,09;29,27;22,55;27,45;9,0;0,47;-0,65;20,55;3,61;2,96;9,04;0,81;3,44;1,22;0,14;0,79;5,23;38,01;15,93;1,95;3;False
BEES3;0,42190998283032904;0,493068353291159;0,4610470865837855;Bancos;Intermediários Financeiros;Financeiro e Outros;BANCO BANESTES;19,8;18,84;8,18;0,0;0,0;0,0;4,89;0,0;0,13;1,2;0,0;30,78;11,08;0,0;7,91;0,07;-0,09;0,27;4,84;0,0;6,78;0,54;1,13;0,66;0,06;0,94;1,01;16,68;0,0;7,2;3;False
PFRM3;0,4524060018402998;0,46691803272332366;0,4603876188259629;Medicamentos e Outros Produtos;Comércio e Distribuição;Saúde;PROFARMA;0,0;15,19;8,53;1,69;1,38;0,32;4,48;3,65;1,83;0,87;1,41;15,4;3,25;3,98;1,15;0,17;-0,57;0,81;2,79;2,28;7,88;0,09;0,52;0,06;0,32;0,68;2,1;6,63;12,36;13,09;3;False
IGTI3;0,41996750704791996;0,4912870810844003;0,45919327276798416;Exploração de Imóveis;Exploração de Imóveis;Financeiro e Outros;JEREISSATI;24,08;10,36;5,12;2,45;1,84;0,38;10,16;7,65;0,14;0,31;2,76;66,53;55,62;73,8;31,62;0,33;-0,45;1,97;4,26;3,21;7,49;2,37;0,66;0,21;0,51;0,49;4,45;8,78;7,75;3,57;3;False
SLCE3;0,46903207829926097;0,45091004905146786;0,45906496221297477;Agricultura;Agropecuária;Consumo não Cíclico;SLC AGRICOLA;1,05;26,43;4,53;3,63;2,94;0,84;10,7;8,68;0,45;0,91;1,71;24,76;15,06;18,56;5,26;0,48;-0,92;2,47;7,07;5,74;20,24;1,07;1,64;-0,31;0,3;0,69;2,39;8,1;9,83;11,18;3;False
AZEV3;0,47481713527557795;0,44405041682806845;0,4578954401294477;Construção Pesada;Construção e Engenharia;Bens Industriais;AZEVEDO E TRAVASSOS;0,0;54,36;0,0;-0,37;-0,45;0,26;-3,27;-4,03;0,24;-0,26;0,51;6,77;-107,84;-87,62;-81,56;0,71;-0,9;-3,45;-2,69;-3,32;-3,56;2,91;1,93;-0,01;0,37;0,63;-19,9;-54,09;-85,49;0,48;3;False
CRPG6;0,48824398700575344;0,43253543478814;0,45760428328606606;Químicos Diversos;Químicos;Materiais Básicos;TRONOX PIGMENTOS DO BRASIL S.A.;0,0;-1,98;1,46;0,89;0,0;-0,09;-12,71;0,0;1,02;-3,77;5,52;0,29;-7,15;0,0;-18,17;0,93;-2,64;1,76;-12,85;0,0;-5,06;0,92;1,29;0,02;0,72;0,28;-18,46;-25,52;-28,99;14,77;6;False
CRPG5;0,48741298534193117;0,43240227482909444;0,45715709455987097;Químicos Diversos;Químicos;Materiais Básicos;TRONOX PIGMENTOS DO BRASIL S.A.;0,0;-1,98;1,49;0,89;0,0;-0,09;-12,71;0,0;1,02;-3,77;5,52;0,29;-7,15;0,0;-18,17;0,95;-2,7;1,8;-13,13;0,0;-5,17;0,94;1,32;0,02;0,72;0,28;-18,46;-25,52;-28,99;14,77;5;False
RSID3;0,4623272439627055;0,4525284329265416;0,4569378978928154;Incorporações;Construção Civil;Consumo Cíclico;ROSSI RESIDENCIAL;0,0;-41,82;0,0;-1,34;-1,34;0,0;-1,57;-1,57;0,17;13,81;0,45;28,74;-311,91;-311,72;327,6;0,12;-0,24;-0,2;-0,23;-0,23;0,22;0,73;-0,06;0,0;-1,93;2,93;54,91;-28,42;100,59;-48,6;3;False
AZEV4;0,4737516992927273;0,44298734491257374;0,4568313043836429;Construção Pesada;Construção e Engenharia;Bens Industriais;AZEVEDO E TRAVASSOS;0,0;54,36;0,0;-0,37;-0,45;0,26;-3,27;-4,03;0,24;-0,26;0,51;6,77;-107,84;-87,62;-81,56;0,79;-1,01;-3,86;-3,01;-3,71;-3,98;3,25;2,16;-0,01;0,37;0,63;-19,9;-54,09;-85,49;0,48;4;False
JOPA4;0,4638589070295823;0,4504951996814006;0,45650886798808243;Alimentos Diversos;Alimentos Processados;Consumo não Cíclico;JOSAPAR;7,58;13,87;1,99;3,94;3,58;0,93;5,49;5,0;0,99;3,29;1,81;23,15;6,51;7,15;1,58;0,11;-0,41;0,35;1,78;1,62;7,3;0,12;0,42;0,02;0,27;0,65;1,57;5,76;5,77;57,06;4;False
RADL3;0,4622591150828982;0,449726993561684;0,4553664482462304;Medicamentos e Outros Produtos;Comércio e Distribuição;Saúde;RAIA DROGASIL;17,18;18,08;1,81;1,23;0,69;0,45;15,2;8,56;1,72;0,65;1,39;29,83;6,19;11,0;2,95;1,49;-3,6;9,08;13,97;7,87;29,38;0,87;5,18;10,25;0,29;0,71;5,06;17,62;21,3;3,67;3;False
CSNA3;0,4993262546062324;0,4183107796844175;0,4547677433992342;Siderurgia;Siderurgia e Metalurgia;Materiais Básicos;CSN;0,0;14,62;14,55;6,7;3,98;2,4;9,11;5,41;0,45;-1,04;1,34;26,53;10,98;18,52;-3,16;0,12;-0,19;1,31;2,41;1,43;-8,37;0,26;0,86;-0,15;0,14;0,84;-1,42;-10,28;7,06;10,12;3;False
BEES4;0,4148852167096941;0,48709271928940245;0,4545993431285337;Bancos;Intermediários Financeiros;Financeiro e Outros;BANCO BANESTES;19,8;18,84;5,73;0,0;0,0;0,0;4,89;0,0;0,13;1,2;0,0;30,78;11,08;0,0;7,91;0,07;-0,1;0,28;5,01;0,0;7,01;0,55;1,17;0,68;0,06;0,94;1,01;16,68;0,0;7,2;4;False
CPFE3;0,4239785144736349;0,47899901713058446;0,45423979093495714;Energia Elétrica;Energia Elétrica;Utilidade Pública;CPFL ENERGIA;21,67;7,15;7,86;2,32;1,91;1,15;6,12;5,02;0,55;4,76;1,11;33,61;25,83;31,46;13,31;0,53;-0,69;25,05;3,79;3,11;7,35;0,98;1,88;3,28;0,28;0,72;7,27;25,57;16,84;18,63;3;False
VIVA3;0,4459262633337543;0,4572216361180047;0,452138718365092;Acessórios;Tecidos. Vestuário e Calçados;Consumo Cíclico;VIVARA;0,0;0,0;1,95;-0,15;-0,12;-0,04;7,93;6,18;0,68;2,11;2,96;68,63;22,95;29,47;20,4;1,25;-3,34;3,04;8,08;6,29;9,09;1,85;1,98;0,3;0,63;0,37;13,8;21,82;21,58;9,66;3;False
ATMP3;0,49268709488439816;0,41767433374255997;0,4514300762563872;Serviços Diversos;Serviços;Bens Industriais;ATMA SA;0,0;-25,72;0,0;-1,48;3,89;0,48;-1,72;4,54;0,28;8,79;0,85;17,92;-33,72;12,79;65,56;0,02;-0,03;-0,5;-0,25;0,65;0,13;0,08;0,08;0,0;0,29;0,71;18,2;63,65;-19,72;13,81;3;False
HOOT4;0,42974537077687974;0,4680236117894981;0,4507984033338198;Hotelaria;Hoteis e Restaurantes;Consumo Cíclico;HOTEIS OTHON S.A.;0,0;13,48;0,0;-0,05;-0,05;0,0;0,05;0,05;0,29;5,15;0,35;63,73;120,49;125,14;64,76;0,08;-0,1;-0,33;0,24;0,23;0,44;0,28;-0,42;-0,02;-0,2;1,27;19,0;-96,3;-126,39;-5,35;4;False
PNVL3;0,44979905540168497;0,4512570952275445;0,4506009773059077;Medicamentos e Outros Produtos;Comércio e Distribuição;Saúde;DIMED;6,67;12,9;4,09;5,16;2,42;0,79;11,9;5,59;1,49;0,69;1,6;31,64;3,79;8,07;2,15;0,38;-0,94;1,71;6,73;3,16;11,88;0,26;1,03;0,67;0,37;0,63;3,2;8,66;7,8;7,95;3;False
ANIM3;0,43645933163981265;0,4604392329378585;0,4496482773537379;Serviços Educacionais;Diversos;Consumo Cíclico;ANIMA;0,0;27,63;21,92;5,47;3,22;1,73;6,68;3,94;0,38;-0,13;1,76;48,13;18,87;32,0;-1,34;0,09;-0,11;0,84;1,21;0,71;-17,0;0,23;0,38;0,38;0,23;0,72;-0,51;-2,24;8,59;5,64;3;False
DXCO3;0,4735928024184563;0,4260456335287611;0,44744185952912396;Madeira;Madeira e Papel;Materiais Básicos;DURATEX;-4,84;8,33;1,89;5,0;2,26;0,75;10,13;4,58;0,44;0,41;1,49;30,15;12,23;27,04;4,15;0,27;-0,39;2,83;5,13;2,32;15,13;0,63;0,77;-0,26;0,36;0,64;1,81;5,1;7,08;8,05;3;False
MATD3;0,4010856658828155;0,4848090649897062;0,4471335353916054;Serv.Méd.Hospit..Análises e Diagnósticos;Serv.Méd.Hospit..Análises e Diagnósticos;Saúde;HOSPITAL MATER DEI SA;0,0;28,41;1,95;-2,33;-3,66;0,47;-6,75;-10,59;0,52;-0,94;3,53;30,89;-13,16;-8,39;-14,24;0,3;-0,46;1,2;-4,42;-6,93;-4,08;0,58;0,88;0,01;0,34;0,66;-7,36;-21,63;-15,86;4,35;3;False
CPLE3;0,40853911434203893;0,4781379980673497;0,44681850039095994;Energia Elétrica;Energia Elétrica;Utilidade Pública;COPEL;17,13;7,54;4,17;2,0;0,0;0,34;8,75;0,0;0,39;1,04;1,45;16,34;19,49;0,0;13,97;0,49;-0,66;5,99;6,38;0,0;8,89;1,24;1,08;0,16;0,45;0,55;5,49;12,17;8,87;8,55;3;False
CPLE6;0,40324710900576965;0,47662329152362154;0,4436040093905882;Energia Elétrica;Energia Elétrica;Utilidade Pública;COPEL;17,13;7,54;4,16;2,0;0,0;0,34;8,75;0,0;0,39;1,04;1,45;16,34;19,49;0,0;13,97;0,54;-0,73;6,61;7,04;0,0;9,82;1,37;1,19;0,18;0,45;0,55;5,49;12,17;8,87;8,55;6;False
ALUP4;0,40784507835328127;0,4702954221347912;0,44219276743311176;Energia Elétrica;Energia Elétrica;Utilidade Pública;ALUPAR;20,85;11,95;5,03;3,23;3,16;1,09;6,56;6,41;0,13;1,05;1,89;74,61;72,56;74,3;26,53;0,3;-0,37;3,05;3,26;3,19;8,92;2,37;1,1;0,26;0,27;0,61;3,32;12,29;10,62;8,53;4;False
ITUB3;0,3933906601496651;0,4811953461168508;0,4416832374316173;Bancos;Intermediários Financeiros;Financeiro e Outros;BANCO ITAU UNIBANCO;8,67;11,68;9,87;0,0;0,0;0,0;6,36;5,6;0,12;4,19;0,0;40,48;14,18;16,1;12,25;0,1;-0,1;0,0;6,0;5,28;6,94;0,85;1,29;0,29;0,08;0,92;1,44;18,57;0,0;22,57;3;False
TCSA3;0,43744453866406785;0,4450884975925894;0,44164871607475475;Incorporações;Construção Civil;Consumo Cíclico;TECNISA;0,0;19,96;0,0;-4,59;-3,14;1,16;-5,61;-3,83;0,32;-2,06;1,68;-10,8;-24,1;-35,22;-32,8;0,08;-0,15;0,42;-1,02;-0,7;-0,75;0,25;0,26;0,0;0,3;0,7;-10,46;-34,5;-10,11;5,97;3;False
ALUP3;0,4058919232619157;0,46947141825475885;0,44086064550797943;Energia Elétrica;Energia Elétrica;Utilidade Pública;ALUPAR;20,85;11,95;4,86;3,23;3,16;1,09;6,56;6,41;0,13;1,05;1,89;74,61;72,56;74,3;26,53;0,31;-0,39;3,16;3,37;3,29;9,22;2,45;1,13;0,27;0,27;0,61;3,32;12,29;10,62;8,53;3;False
CPLE5;0,39809488903217444;0,4758155728601543;0,4408412651375634;Energia Elétrica;Energia Elétrica;Utilidade Pública;COPEL;17,13;7,54;4,59;2,0;0,0;0,34;8,75;0,0;0,39;1,04;1,45;16,34;19,49;0,0;13,97;0,6;-0,82;7,41;7,89;0,0;11,0;1,54;1,34;0,2;0,45;0,55;5,49;12,17;8,87;8,55;5;False
